"uniprot_id"	"HI_bin"
"5987"	"P08118"	"missing"
"5988"	"Q9UJG1"	"missing"
"5989"	"Q3MIW9"	"missing"
"5990"	"Q99102"	"missing"
"5991"	"Q01726"	"missing"
"5992"	"O14594"	"missing"
"5993"	"P13591"	"missing"
"5994"	"Q6ZUF6"	"missing"
"5995"	"Q9UKX3"	"missing"
"5996"	"Q9BSU3"	"missing"
"5997"	"P10242"	"missing"
"5998"	"Q9HB89"	"missing"
"5999"	"P30414"	"missing"
"6000"	"O95631"	"missing"
"6001"	"Q7RTR2"	"missing"
"6002"	"Q99457"	"missing"
"6003"	"O75489"	"missing"
"6004"	"O60936"	"missing"
"6005"	"Q99784"	"missing"
"6006"	"P13056"	"missing"
"6007"	"Q8NH61"	"missing"
"6008"	"Q9BXS6"	"missing"
"6009"	"Q7Z3B4"	"missing"
"6010"	"O60313"	"missing"
"6011"	"P54368"	"missing"
"6012"	"Q6IEY1"	"missing"
"6013"	"Q8TE49"	"missing"
"6014"	"P04001"	"missing"
"6015"	"Q8NGC6"	"missing"
"6016"	"Q8NGW6"	"missing"
"6017"	"Q8NH18"	"missing"
"6018"	"Q9NZP2"	"missing"
"6019"	"P34982"	"missing"
"6020"	"P59922"	"missing"
"6021"	"Q6IEU7"	"missing"
"6022"	"O60431"	"missing"
"6023"	"O76099"	"missing"
"6024"	"Q8NGZ5"	"missing"
"6025"	"Q8NH87"	"missing"
"6027"	"Q96IZ0"	"missing"
"6028"	"Q96QZ0"	"missing"
"6031"	"Q6UW60"	"missing"
"6032"	"Q8IZE3"	"missing"
"6033"	"Q9NUU6"	"missing"
"6034"	"Q99572"	"missing"
"6035"	"Q9UHV9"	"missing"
"6036"	"P16284"	"missing"
"6037"	"Q8IZ21"	"missing"
"6038"	"O75925"	"missing"
"6039"	"Q8NF86"	"missing"
"6040"	"P05186"	"missing"
"6041"	"A1L453"	"missing"
"6042"	"Q5FWE3"	"missing"
"6043"	"P40306"	"missing"
"6044"	"Q13332"	"missing"
"6045"	"Q00889"	"missing"
"6046"	"Q92729"	"missing"
"6048"	"Q9P2N5"	"missing"
"6049"	"Q0D2K3"	"missing"
"6050"	"Q86YS6"	"missing"
"6051"	"Q8WUD1"	"missing"
"6052"	"Q13671"	"missing"
"6053"	"Q13156"	"missing"
"6054"	"Q2M5E4"	"missing"
"6055"	"Q9BVS4"	"missing"
"6056"	"Q9NX52"	"missing"
"6057"	"Q9NS28"	"missing"
"6059"	"Q8N5S9"	"missing"
"6061"	"Q86UP2"	"missing"
"6062"	"Q9UJQ1"	"missing"
"6063"	"Q01650"	"missing"
"6064"	"Q9UHI5"	"missing"
"6065"	"Q8IWV1"	"missing"
"6066"	"Q2VPJ9"	"missing"
"6067"	"Q9BYS8"	"missing"
"6068"	"P61968"	"missing"
"6069"	"Q9Y2H9"	"missing"
"6070"	"P50579"	"missing"
"6071"	"Q6UXV4"	"missing"
"6072"	"Q9NUT2"	"missing"
"6073"	"A6NHG9"	"missing"
"6074"	"O95013"	"missing"
"6075"	"Q8NH67"	"missing"
"6076"	"Q8NH63"	"missing"
"6077"	"P39877"	"missing"
"6078"	"Q8TF05"	"missing"
"6079"	"A6NFU8"	"missing"
"6080"	"Q8NA58"	"missing"
"6081"	"Q9BXR3"	"missing"
"6082"	"P42338"	"missing"
"6083"	"P63136"	"missing"
"6084"	"Q8IWE5"	"missing"
"6085"	"P48739"	"missing"
"6086"	"Q9NUJ7"	"missing"
"6087"	"Q9Y3B1"	"missing"
"6088"	"Q8N7P1"	"missing"
"6089"	"Q16512"	"missing"
"6090"	"Q96S52"	"missing"
"6091"	"Q9Y263"	"missing"
"6092"	"P79522"	"missing"
"6093"	"Q8NAV1"	"missing"
"6094"	"Q6P1J6"	"missing"
"6095"	"Q5TYX0"	"missing"
"6096"	"Q7Z3G6"	"missing"
"6097"	"O43586"	"missing"
"6098"	"Q13029"	"missing"
"6099"	"P30041"	"missing"
"6100"	"Q13882"	"missing"
"6101"	"Q9UMS4"	"missing"
"6102"	"Q56P42"	"missing"
"6103"	"Q6ZRP7"	"missing"
"6104"	"Q9Y5P8"	"missing"
"6105"	"Q2NL68"	"missing"
"6106"	"Q9Y6I8"	"missing"
"6107"	"Q9NW13"	"missing"
"6108"	"Q96D70"	"missing"
"6109"	"O95755"	"missing"
"6110"	"Q9NPQ8"	"missing"
"6111"	"P49758"	"missing"
"6112"	"O94955"	"missing"
"6113"	"Q9H6H4"	"missing"
"6114"	"Q5JS13"	"missing"
"6115"	"P40429"	"missing"
"6116"	"P61353"	"missing"
"6117"	"O76021"	"missing"
"6118"	"Q5GAN6"	"missing"
"6119"	"Q96LT9"	"missing"
"6120"	"Q9Y225"	"missing"
"6121"	"O94941"	"missing"
"6122"	"Q2QD12"	"missing"
"6123"	"Q96AT9"	"missing"
"6124"	"Q9H1A7"	"missing"
"6125"	"Q08945"	"missing"
"6126"	"Q8IV04"	"missing"
"6127"	"O00268"	"missing"
"6128"	"Q969N4"	"missing"
"6129"	"Q86VY9"	"missing"
"6130"	"Q96RI8"	"missing"
"6131"	"P52657"	"missing"
"6132"	"Q5ST30"	"missing"
"6133"	"Q9H0A3"	"missing"
"6134"	"Q8IXX5"	"missing"
"6135"	"Q9UJT0"	"missing"
"6136"	"Q8N4L1"	"missing"
"6137"	"Q03519"	"missing"
"6138"	"Q9Y4P3"	"missing"
"6139"	"Q8IYR6"	"missing"
"6140"	"P35625"	"missing"
"6141"	"Q6N021"	"missing"
"6142"	"P62380"	"missing"
"6143"	"Q6YHU6"	"missing"
"6144"	"Q9UHQ7"	"missing"
"6145"	"O43617"	"missing"
"6146"	"Q8N0U2"	"missing"
"6147"	"Q9BQ50"	"missing"
"6149"	"O95985"	"missing"
"6150"	"A6NKD2"	"missing"
"6151"	"A0A0J9YY54"	"missing"
"6152"	"P02766"	"missing"
"6153"	"Q5TAX3"	"missing"
"6154"	"O95801"	"missing"
"6155"	"C9JVI0"	"missing"
"6156"	"Q96T88"	"missing"
"6157"	"A2RUC4"	"missing"
"6158"	"Q9UIL8"	"missing"
"6159"	"P35408"	"missing"
"6160"	"Q9UPN7"	"missing"
"6161"	"Q53SZ7"	"missing"
"6162"	"Q9NUD9"	"missing"
"6163"	"O00442"	"missing"
"6164"	"O75602"	"missing"
"6165"	"Q96H20"	"missing"
"6166"	"O00161"	"missing"
"6167"	"O60493"	"missing"
"6168"	"Q13487"	"missing"
"6169"	"Q9UPU3"	"missing"
"6170"	"O00241"	"missing"
"6171"	"Q5BJF2"	"missing"
"6172"	"O00570"	"missing"
"6173"	"O43291"	"missing"
"6174"	"A0A096LP01"	"missing"
"6175"	"Q92540"	"missing"
"6177"	"O00267"	"missing"
"6178"	"Q8N3U4"	"missing"
"6179"	"Q96JI7"	"missing"
"6180"	"Q8IWU6"	"missing"
"6181"	"Q6ZMZ3"	"missing"
"6182"	"P26639"	"missing"
"6183"	"Q6PEY2"	"missing"
"6184"	"P23381"	"missing"
"6185"	"Q8N2H4"	"missing"
"6186"	"P47897"	"missing"
"6187"	"Q96CE8"	"missing"
"6188"	"Q9NYW5"	"missing"
"6189"	"Q9NYW1"	"missing"
"6190"	"O43581"	"missing"
"6191"	"Q0IIM8"	"missing"
"6192"	"Q9Y228"	"missing"
"6193"	"P07437"	"missing"
"6194"	"P13726"	"missing"
"6195"	"Q8NDG6"	"missing"
"6196"	"Q9BTF0"	"missing"
"6197"	"Q8IYN2"	"missing"
"6198"	"O60830"	"missing"
"6199"	"Q5JUR7"	"missing"
"6200"	"Q3YBR2"	"missing"
"6201"	"Q8N6K0"	"missing"
"6202"	"O95411"	"missing"
"6203"	"Q8IVF5"	"missing"
"6204"	"Q02763"	"missing"
"6205"	"P56180"	"missing"
"6206"	"Q53EQ6"	"missing"
"6207"	"Q8IUR0"	"missing"
"6208"	"A0A0J9YX06"	"missing"
"6209"	"Q5TGY1"	"missing"
"6210"	"P01850"	"missing"
"6212"	"Q9NS56"	"missing"
"6213"	"O43280"	"missing"
"6214"	"Q96DX7"	"missing"
"6215"	"P40238"	"missing"
"6216"	"O00635"	"missing"
"6217"	"Q96GM8"	"missing"
"6218"	"Q9C035"	"missing"
"6219"	"A2RU14"	"missing"
"6220"	"Q2WGJ8"	"missing"
"6221"	"Q63HR2"	"missing"
"6222"	"A0A0B4J234"	"missing"
"6223"	"Q5BVD1"	"missing"
"6224"	"Q9NNW7"	"missing"
"6225"	"P16473"	"missing"
"6226"	"P30530"	"missing"
"6227"	"Q8TB05"	"missing"
"6228"	"P0CG47"	"missing"
"6229"	"Q9H9J4"	"missing"
"6230"	"O00762"	"missing"
"6231"	"Q9NYH9"	"missing"
"6232"	"O95665"	"missing"
"6233"	"P20783"	"missing"
"6235"	"Q02818"	"missing"
"6236"	"Q6N063"	"missing"
"6237"	"Q9NTK5"	"missing"
"6238"	"Q8NGJ4"	"missing"
"6239"	"A6NKB5"	"missing"
"6240"	"Q8N3A8"	"missing"
"6241"	"P27986"	"missing"
"6243"	"Q6QHF9"	"missing"
"6245"	"Q9Y5H1"	"missing"
"6247"	"Q9H158"	"missing"
"6248"	"Q6V1P9"	"missing"
"6249"	"B3GLJ2"	"missing"
"6250"	"Q9NTI5"	"missing"
"6251"	"Q9UN72"	"missing"
"6252"	"Q9GZY1"	"missing"
"6253"	"Q9NZ20"	"missing"
"6255"	"Q13951"	"missing"
"6256"	"P17858"	"missing"
"6257"	"P13797"	"missing"
"6258"	"P0CW18"	"missing"
"6259"	"Q9BYC8"	"missing"
"6260"	"Q9Y4G8"	"missing"
"6261"	"Q9HD33"	"missing"
"6262"	"Q92565"	"missing"
"6263"	"Q8IWL2"	"missing"
"6264"	"Q5VUG0"	"missing"
"6265"	"O43815"	"missing"
"6266"	"Q12772"	"missing"
"6267"	"Q9H1Z9"	"missing"
"6268"	"Q9BY10"	"missing"
"6269"	"Q9UJT2"	"missing"
"6270"	"A6NGE7"	"missing"
"6271"	"Q6UXZ4"	"missing"
"6272"	"Q765I0"	"missing"
"6273"	"Q6ZS46"	"missing"
"6274"	"Q8N1Y9"	"missing"
"6275"	"Q9H7C4"	"missing"
"6277"	"Q92777"	"missing"
"6278"	"Q8WXH0"	"missing"
"6279"	"Q16514"	"missing"
"6280"	"Q15542"	"missing"
"6281"	"Q9BQG1"	"missing"
"6282"	"Q9Y3F1"	"missing"
"6283"	"O75410"	"missing"
"6284"	"Q6DHY5"	"missing"
"6285"	"Q9NUM4"	"missing"
"6286"	"A7MCY6"	"missing"
"6287"	"Q9UHD2"	"missing"
"6288"	"Q96PL2"	"missing"
"6289"	"P10599"	"missing"
"6290"	"Q3ZCQ8"	"missing"
"6291"	"P01266"	"missing"
"6292"	"Q96J01"	"missing"
"6293"	"Q9Y2W6"	"missing"
"6294"	"Q99832"	"missing"
"6295"	"Q99973"	"missing"
"6296"	"P11388"	"missing"
"6297"	"Q9BW30"	"missing"
"6298"	"A0A075B700"	"missing"
"6299"	"A0A0J9YXM7"	"missing"
"6300"	"Q9UJK0"	"missing"
"6301"	"P0CW01"	"missing"
"6302"	"P35442"	"missing"
"6303"	"Q86TV6"	"missing"
"6305"	"Q86TZ1"	"missing"
"6306"	"Q15849"	"missing"
"6307"	"P63121"	"missing"
"6308"	"A6NLU5"	"missing"
"6309"	"A3KMH1"	"missing"
"6310"	"Q92889"	"missing"
"6312"	"Q562E7"	"missing"
"6313"	"P0C1S8"	"missing"
"6314"	"Q9BZH6"	"missing"
"6315"	"Q9BYP7"	"missing"
"6316"	"P51811"	"missing"
"6317"	"Q9UBQ0"	"missing"
"6318"	"Q6PJI9"	"missing"
"6319"	"Q8IUB3"	"missing"
"6320"	"Q15906"	"missing"
"6321"	"Q8N814"	"missing"
"6322"	"Q5VSD8"	"missing"
"6323"	"P13682"	"missing"
"6325"	"Q0IIN9"	"missing"
"6326"	"P86452"	"missing"
"6327"	"Q86UZ6"	"missing"
"6328"	"Q6ZN08"	"missing"
"6329"	"Q8IXZ2"	"missing"
"6331"	"Q96E35"	"missing"
"6332"	"Q8NC26"	"missing"
"6333"	"Q3SY52"	"missing"
"6334"	"P52740"	"missing"
"6335"	"Q9H963"	"missing"
"6336"	"P52736"	"missing"
"6337"	"O95201"	"missing"
"6338"	"Q14585"	"missing"
"6339"	"Q75MW2"	"missing"
"6340"	"P0DKX0"	"missing"
"6341"	"Q96SR6"	"missing"
"6342"	"Q3ZCT1"	"missing"
"6343"	"Q9BUY5"	"missing"
"6344"	"Q6PG37"	"missing"
"6345"	"O95159"	"missing"
"6346"	"Q96KR1"	"missing"
"6347"	"Q9NR11"	"missing"
"6348"	"Q96PQ6"	"missing"
"6349"	"Q14586"	"missing"
"6350"	"Q9HCE3"	"missing"
"6351"	"Q7Z398"	"missing"
"6352"	"Q15942"	"missing"
"6353"	"Q9BYT5"	"missing"
"6354"	"Q9Y2M5"	"missing"
"6355"	"Q13237"	"missing"
"6356"	"Q9NSB2"	"missing"
"6357"	"Q9NS40"	"missing"
"6358"	"P63252"	"missing"
"6359"	"Q99712"	"missing"
"6360"	"Q17RG1"	"missing"
"6361"	"Q9H3M0"	"missing"
"6362"	"P22001"	"missing"
"6363"	"Q9BQK8"	"missing"
"6364"	"A6NM36"	"missing"
"6365"	"Q9UN81"	"missing"
"6366"	"Q8IWT6"	"missing"
"6367"	"Q08397"	"missing"
"6368"	"Q6PJG9"	"missing"
"6369"	"Q9NUP9"	"missing"
"6370"	"Q9UHB6"	"missing"
"6371"	"P0C6S8"	"missing"
"6372"	"Q9H7P6"	"missing"
"6373"	"Q9H9H5"	"missing"
"6374"	"Q99683"	"missing"
"6375"	"Q13233"	"missing"
"6376"	"Q9NUK0"	"missing"
"6377"	"P43359"	"missing"
"6378"	"P27448"	"missing"
"6379"	"Q12866"	"missing"
"6380"	"Q8N4Q1"	"missing"
"6381"	"Q9BQA1"	"missing"
"6382"	"A8MW92"	"missing"
"6384"	"P16112"	"missing"
"6385"	"Q8TCW9"	"missing"
"6386"	"P11086"	"missing"
"6387"	"Q6NUP7"	"missing"
"6388"	"O43688"	"missing"
"6389"	"Q8ND90"	"missing"
"6390"	"A5A3E0"	"missing"
"6391"	"Q8TAE6"	"missing"
"6392"	"Q15165"	"missing"
"6393"	"O94782"	"missing"
"6394"	"Q8N2K1"	"missing"
"6395"	"Q9NUQ3"	"missing"
"6396"	"Q9BZA5"	"missing"
"6397"	"Q9Y3C8"	"missing"
"6398"	"P62068"	"missing"
"6399"	"Q9UBK9"	"missing"
"6400"	"Q96AX1"	"missing"
"6401"	"P04628"	"missing"
"6402"	"P63122"	"missing"
"6403"	"A2RRH5"	"missing"
"6404"	"P63119"	"missing"
"6405"	"Q8NEP9"	"missing"
"6406"	"Q12836"	"missing"
"6407"	"Q8NGH9"	"missing"
"6408"	"Q8NGX2"	"missing"
"6409"	"Q6U736"	"missing"
"6410"	"Q9Y266"	"missing"
"6411"	"Q5JRS4"	"missing"
"6412"	"O95190"	"missing"
"6414"	"Q8NGN0"	"missing"
"6415"	"A5D8V7"	"missing"
"6416"	"Q96R08"	"missing"
"6417"	"A0A096LPK9"	"missing"
"6418"	"P0C645"	"missing"
"6419"	"P47890"	"missing"
"6420"	"O76100"	"missing"
"6421"	"A6NMS3"	"missing"
"6422"	"Q96RD0"	"missing"
"6423"	"Q8NGW1"	"missing"
"6424"	"Q9Y233"	"missing"
"6425"	"Q8NH50"	"missing"
"6426"	"Q8NGT5"	"missing"
"6427"	"Q9GZK3"	"missing"
"6428"	"Q8N349"	"missing"
"6429"	"Q01064"	"missing"
"6430"	"Q9UKZ9"	"missing"
"6431"	"Q8WW12"	"missing"
"6432"	"Q6UXH9"	"missing"
"6433"	"Q9NWS1"	"missing"
"6434"	"P09874"	"missing"
"6435"	"Q9ULR5"	"missing"
"6436"	"Q9Y5H8"	"missing"
"6437"	"Q9Y5H0"	"missing"
"6438"	"Q9BRP4"	"missing"
"6439"	"Q5JQF8"	"missing"
"6440"	"Q29RF7"	"missing"
"6441"	"Q9Y5I3"	"missing"
"6442"	"Q9H361"	"missing"
"6443"	"P51582"	"missing"
"6444"	"Q15004"	"missing"
"6446"	"Q96RR1"	"missing"
"6447"	"O00110"	"missing"
"6448"	"Q6P5Z2"	"missing"
"6450"	"P0C7W0"	"missing"
"6451"	"Q96S07"	"missing"
"6452"	"P62333"	"missing"
"6453"	"Q9BQR3"	"missing"
"6455"	"Q99811"	"missing"
"6456"	"Q9Y5S9"	"missing"
"6457"	"Q9H1K0"	"missing"
"6458"	"Q9P258"	"missing"
"6460"	"P60763"	"missing"
"6461"	"Q15771"	"missing"
"6462"	"Q6R327"	"missing"
"6463"	"Q96MK2"	"missing"
"6464"	"Q969X0"	"missing"
"6466"	"P62745"	"missing"
"6467"	"Q8TCX5"	"missing"
"6468"	"P27694"	"missing"
"6469"	"P57771"	"missing"
"6470"	"Q96D21"	"missing"
"6471"	"Q17R89"	"missing"
"6472"	"O95398"	"missing"
"6473"	"Q5T653"	"missing"
"6474"	"Q92753"	"missing"
"6476"	"Q9UMS6"	"missing"
"6477"	"Q5VWG9"	"missing"
"6478"	"O14894"	"missing"
"6479"	"Q15714"	"missing"
"6480"	"Q6P1K8"	"missing"
"6481"	"P59538"	"missing"
"6482"	"Q587J7"	"missing"
"6483"	"Q8N1Q8"	"missing"
"6484"	"Q9UIF3"	"missing"
"6485"	"Q96IP4"	"missing"
"6486"	"Q6ZRR5"	"missing"
"6487"	"Q8NA77"	"missing"
"6488"	"H3BTG2"	"missing"
"6489"	"Q8N6V9"	"missing"
"6490"	"O15273"	"missing"
"6491"	"Q9NR00"	"missing"
"6492"	"Q8TDR4"	"missing"
"6493"	"P56279"	"missing"
"6494"	"P24821"	"missing"
"6495"	"Q8NA92"	"missing"
"6496"	"P12270"	"missing"
"6497"	"Q8IYM9"	"missing"
"6498"	"Q6ZT21"	"missing"
"6499"	"Q6P9F5"	"missing"
"6500"	"Q9H2K2"	"missing"
"6502"	"O60784"	"missing"
"6503"	"Q9BVK8"	"missing"
"6504"	"Q0VDI3"	"missing"
"6505"	"Q9H6X4"	"missing"
"6506"	"Q8WZ71"	"missing"
"6507"	"Q9BZW4"	"missing"
"6508"	"Q8N3G9"	"missing"
"6509"	"Q8N6Q1"	"missing"
"6510"	"Q6ICL3"	"missing"
"6511"	"Q9UL33"	"missing"
"6512"	"A0A0K0K1G6"	"missing"
"6513"	"A0A075B6U4"	"missing"
"6514"	"A0A578"	"missing"
"6515"	"A0A075B6N2"	"missing"
"6516"	"A0A1B0GX68"	"missing"
"6517"	"A0A075B6V5"	"missing"
"6518"	"Q9NRJ4"	"missing"
"6519"	"Q12999"	"missing"
"6520"	"Q7Z7E8"	"missing"
"6521"	"D6RBM5"	"missing"
"6522"	"P23763"	"missing"
"6523"	"O00744"	"missing"
"6524"	"Q96FK6"	"missing"
"6525"	"Q96S55"	"missing"
"6526"	"Q5GH72"	"missing"
"6527"	"Q9H270"	"missing"
"6528"	"Q9Y3C0"	"missing"
"6529"	"Q9Y6I0"	"missing"
"6530"	"Q96IU2"	"missing"
"6531"	"Q8NAQ8"	"missing"
"6532"	"Q16587"	"missing"
"6533"	"Q15937"	"missing"
"6534"	"Q504Y3"	"missing"
"6535"	"O75132"	"missing"
"6536"	"Q9NQZ8"	"missing"
"6537"	"Q9BTP6"	"missing"
"6538"	"Q9UHR6"	"missing"
"6539"	"Q9HCK1"	"missing"
"6540"	"P17098"	"missing"
"6541"	"Q9NUE0"	"missing"
"6542"	"A8MUZ8"	"missing"
"6543"	"Q9ULJ6"	"missing"
"6544"	"Q9UBW7"	"missing"
"6545"	"Q9NZV7"	"missing"
"6546"	"Q8NF64"	"missing"
"6547"	"P52737"	"missing"
"6549"	"O14628"	"missing"
"6550"	"Q6NX45"	"missing"
"6551"	"Q96N20"	"missing"
"6552"	"Q32MQ0"	"missing"
"6553"	"Q8NDP4"	"missing"
"6554"	"Q9UK11"	"missing"
"6555"	"O14709"	"missing"
"6556"	"O43670"	"missing"
"6557"	"P62699"	"missing"
"6558"	"Q14588"	"missing"
"6559"	"Q5W150"	"missing"
"6560"	"Q9C0F3"	"missing"
"6561"	"Q3KNS6"	"missing"
"6562"	"Q6NSZ9"	"missing"
"6563"	"Q8NEG5"	"missing"
"6564"	"Q16670"	"missing"
"6565"	"O15535"	"missing"
"6566"	"O95049"	"missing"
"6567"	"Q86XF7"	"missing"
"6569"	"A0A0A0MT78"	"missing"
"6571"	"P50990"	"missing"
"6572"	"Q8IYF3"	"missing"
"6573"	"Q5VWI1"	"missing"
"6574"	"Q8WY91"	"missing"
"6575"	"Q5SRD1"	"missing"
"6576"	"Q9Y4R8"	"missing"
"6577"	"Q13009"	"missing"
"6578"	"P22105"	"missing"
"6579"	"A6NDI0"	"missing"
"6580"	"P06753"	"missing"
"6581"	"Q9Y3B3"	"missing"
"6582"	"C9J1S8"	"missing"
"6583"	"P49755"	"missing"
"6584"	"Q12899"	"missing"
"6585"	"O60296"	"missing"
"6586"	"Q7L0X0"	"missing"
"6587"	"Q8N2M4"	"missing"
"6589"	"Q7Z5M5"	"missing"
"6590"	"O95407"	"missing"
"6591"	"A6NEH6"	"missing"
"6592"	"O95150"	"missing"
"6594"	"A0A087WT02"	"missing"
"6595"	"P33981"	"missing"
"6596"	"Q6ZT98"	"missing"
"6597"	"Q14166"	"missing"
"6598"	"Q9BZA0"	"missing"
"6599"	"Q96F44"	"missing"
"6600"	"Q9HBA0"	"missing"
"6601"	"Q9NQE7"	"missing"
"6603"	"Q8NG11"	"missing"
"6604"	"Q96PN8"	"missing"
"6605"	"Q5JXB2"	"missing"
"6606"	"P50552"	"missing"
"6607"	"Q9GZS3"	"missing"
"6608"	"Q6UXR6"	"missing"
"6609"	"P17027"	"missing"
"6610"	"A8MXY4"	"missing"
"6611"	"Q969W1"	"missing"
"6612"	"Q9H0M4"	"missing"
"6613"	"Q6ZRN7"	"missing"
"6614"	"Q8N680"	"missing"
"6615"	"Q5SVQ8"	"missing"
"6616"	"A8MWA4"	"missing"
"6617"	"Q8ND25"	"missing"
"6618"	"P43403"	"missing"
"6619"	"Q9C0B5"	"missing"
"6620"	"A0A1B0GTU1"	"missing"
"6621"	"Q8WW36"	"missing"
"6622"	"Q8N2I2"	"missing"
"6623"	"Q6ZRU5"	"missing"
"6624"	"Q9H7R5"	"missing"
"6625"	"Q86T29"	"missing"
"6626"	"Q8N9W7"	"missing"
"6627"	"Q5T7W0"	"missing"
"6628"	"Q969J2"	"missing"
"6629"	"Q8IZ20"	"missing"
"6630"	"Q03924"	"missing"
"6631"	"Q5SXM1"	"missing"
"6632"	"Q14590"	"missing"
"6633"	"Q9Y2Q1"	"missing"
"6634"	"Q92670"	"missing"
"6635"	"Q9NTW7"	"missing"
"6636"	"Q14587"	"missing"
"6637"	"Q8NB50"	"missing"
"6638"	"Q9UK13"	"missing"
"6639"	"Q8TBZ5"	"missing"
"6640"	"Q6ZNA1"	"missing"
"6641"	"Q9C0D3"	"missing"
"6642"	"Q9UGI0"	"missing"
"6643"	"Q92610"	"missing"
"6644"	"Q8N859"	"missing"
"6645"	"Q9BV44"	"missing"
"6646"	"Q96FV9"	"missing"
"6647"	"P35590"	"missing"
"6648"	"Q96HH6"	"missing"
"6649"	"Q6PEY1"	"missing"
"6650"	"Q9BUB7"	"missing"
"6651"	"Q92752"	"missing"
"6652"	"Q7RTY8"	"missing"
"6653"	"A0JD36"	"missing"
"6654"	"O94876"	"missing"
"6655"	"P36406"	"missing"
"6658"	"Q8N9V2"	"missing"
"6659"	"Q9NWC5"	"missing"
"6660"	"Q96IK0"	"missing"
"6661"	"P56557"	"missing"
"6662"	"Q7Z392"	"missing"
"6663"	"P00750"	"missing"
"6664"	"Q9BU79"	"missing"
"6665"	"Q5VVB8"	"missing"
"6666"	"A0A0A6YYK7"	"missing"
"6667"	"Q6P589"	"missing"
"6668"	"Q9HCJ0"	"missing"
"6669"	"Q8NBN3"	"missing"
"6670"	"Q9Y4G6"	"missing"
"6671"	"Q9BTX3"	"missing"
"6672"	"Q9C0B7"	"missing"
"6673"	"Q5T292"	"missing"
"6674"	"A0A075B6L6"	"missing"
"6675"	"Q96QT4"	"missing"
"6676"	"Q8NHM4"	"missing"
"6677"	"A0A0B4J245"	"missing"
"6678"	"O95900"	"missing"
"6680"	"P51784"	"missing"
"6681"	"Q8TAS1"	"missing"
"6682"	"P54578"	"missing"
"6683"	"Q14119"	"missing"
"6684"	"O75379"	"missing"
"6685"	"O75191"	"missing"
"6686"	"P56705"	"missing"
"6687"	"Q6P4I2"	"missing"
"6688"	"Q99986"	"missing"
"6689"	"A4UGR9"	"missing"
"6690"	"Q8N5D0"	"missing"
"6691"	"O43516"	"missing"
"6692"	"Q9BRG1"	"missing"
"6694"	"P63129"	"missing"
"6695"	"Q8IZQ1"	"missing"
"6696"	"Q9H7D7"	"missing"
"6697"	"P10265"	"missing"
"6698"	"Q9NW82"	"missing"
"6699"	"A8MV72"	"missing"
"6700"	"P49750"	"missing"
"6701"	"P17021"	"missing"
"6702"	"Q6ZTR6"	"missing"
"6703"	"Q9P1D8"	"missing"
"6704"	"P17035"	"missing"
"6705"	"Q8WTX9"	"missing"
"6706"	"P15621"	"missing"
"6707"	"Q9Y2K1"	"missing"
"6708"	"O15060"	"missing"
"6709"	"Q5W0Z9"	"missing"
"6710"	"Q9P2E3"	"missing"
"6711"	"O14863"	"missing"
"6712"	"Q8N8P6"	"missing"
"6713"	"Q68DY1"	"missing"
"6715"	"Q96NC0"	"missing"
"6716"	"Q8N8J6"	"missing"
"6717"	"Q12901"	"missing"
"6718"	"Q9UID6"	"missing"
"6719"	"P58317"	"missing"
"6720"	"Q86XN6"	"missing"
"6721"	"Q9NYT6"	"missing"
"6722"	"O94892"	"missing"
"6723"	"Q8TAU3"	"missing"
"6724"	"A6NJL1"	"missing"
"6725"	"Q9GZX5"	"missing"
"6726"	"O43309"	"missing"
"6727"	"Q5T742"	"missing"
"6728"	"P0C880"	"missing"
"6729"	"Q9HCJ5"	"missing"
"6730"	"Q2TB10"	"missing"
"6731"	"Q86TJ5"	"missing"
"6732"	"P98169"	"missing"
"6733"	"Q96NG5"	"missing"
"6734"	"O75478"	"missing"
"6735"	"Q15573"	"missing"
"6736"	"Q9UGM6"	"missing"
"6737"	"Q9NY65"	"missing"
"6738"	"Q96DZ7"	"missing"
"6739"	"P30408"	"missing"
"6740"	"Q9BT88"	"missing"
"6741"	"Q9P1P5"	"missing"
"6742"	"Q7Z5A9"	"missing"
"6743"	"Q9BVV6"	"missing"
"6744"	"Q86UD7"	"missing"
"6745"	"Q9BVA1"	"missing"
"6746"	"Q9BUF5"	"missing"
"6747"	"Q9Y5L4"	"missing"
"6748"	"P61812"	"missing"
"6749"	"Q86SX3"	"missing"
"6750"	"P0DJG4"	"missing"
"6751"	"Q9NXG2"	"missing"
"6752"	"Q14186"	"missing"
"6753"	"O14776"	"missing"
"6754"	"Q7RTU1"	"missing"
"6755"	"O75896"	"missing"
"6756"	"O00295"	"missing"
"6757"	"O43156"	"missing"
"6759"	"Q9H0U9"	"missing"
"6760"	"O60701"	"missing"
"6761"	"P51965"	"missing"
"6763"	"Q9P2K2"	"missing"
"6764"	"Q9Y6I4"	"missing"
"6765"	"P68543"	"missing"
"6766"	"Q93009"	"missing"
"6767"	"P16989"	"missing"
"6768"	"P58557"	"missing"
"6769"	"Q75L30"	"missing"
"6770"	"Q9H171"	"missing"
"6771"	"Q49AG3"	"missing"
"6772"	"Q86Y25"	"missing"
"6773"	"Q86YH2"	"missing"
"6774"	"P61129"	"missing"
"6775"	"Q8TAD4"	"missing"
"6776"	"A8MWP4"	"missing"
"6777"	"Q9Y6X8"	"missing"
"6779"	"Q8N883"	"missing"
"6780"	"Q7L945"	"missing"
